Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,oa_sup11,Cosmopolitans,42.51726364,1.937788694,1361
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,oa_sup11,Ethnicity central,48.70833516,1.790110052,2063
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,oa_sup11,Hard-pressed living,43.51041524,0.893367885,6333
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,oa_sup11,Multicultural metropolitans,46.37423156,1.184736161,4115
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,oa_sup11,Rural residents,45.75530647,1.146257621,3453
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,oa_sup11,Suburbanites,45.63625531,0.891276981,5437
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,oa_sup11,Urbanites,43.80763586,0.954482808,5141
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,pub3,Less than once a week,42.95952208,0.732450089,8764
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,pub3,None,47.54097851,0.565380894,17871
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,pub3,Once a week or more often,40.99109524,1.099807557,3912
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,r10sec4a,Full-time students,52.84011069,2.22256486,885
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,r10sec4a,Intermediate occs,44.58595166,0.840612987,6527
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,r10sec4a,Managerial and professional occs,42.29740215,0.619708163,11780
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,r10sec4a,Never worked and long term unemployed,51.2914789,2.194030719,1226
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,r10sec4a,Not classified,43.17424774,2.662549971,666
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,r10sec4a,Routine and manual occs,47.46465366,0.769233272,9485
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Economically inactive,46.69447478,0.656071025,12858
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Economically inactive: long-term/temp sick/ill,41.89021974,1.626657959,1736
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Economically inactive: looking after family/home,51.13115333,2.016940868,1065
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Economically inactive: other,46.43310706,3.468452025,458
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Economically inactive: retired,45.82017955,0.712756923,9055
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Economically inactive: student,53.39651853,2.959465608,544
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Employed,44.35483915,0.536119939,17202
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,remploy2a,Unemployed,45.95153499,3.734078539,435
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,rural3,Rural,46.10234101,0.945519704,5776
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,rural3,Urban,44.99581157,0.507565427,24793
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,sex,Female,45.35967363,0.56834532,16085
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,sex,Male,45.04774299,0.601826539,14484
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,struct4,Children,48.26053228,0.832936414,5893
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,struct4,Lone parent,45.90918749,1.685100866,1343
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,struct4,No children,44.17174023,0.502973525,23333
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tenharm,Owners,43.30018189,0.508152978,19001
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tenharm,Private rented sector,51.1500336,0.987469439,5938
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tenharm,Renters,48.73581845,0.754601908,11251
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tenharm,Social rented sector,44.85863029,1.024479123,5313
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,Total,Total,45.20564244,0.44592549,30569
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tothhin4,"10,400 -20,799",46.82661446,1.034309443,4883
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tothhin4,"20,800 -31,199",49.55921947,1.037176529,4913
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tothhin4,"31,200-41,599",43.35567285,1.097267982,3295
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tothhin4,"41,600 -51,999",44.00401426,1.149543345,2901
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tothhin4,"52,000 or more",41.47579467,0.814962358,6689
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tothhin4,No income stated or not enough information provided,47.40674806,3.709813825,362
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,tothhin4,"Up to 10,399",53.65119794,1.90279647,1563
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,weekday2,3-7 hours,45.13051458,0.783451195,8605
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,weekday2,7 plus hrs,44.64047692,0.730336477,9405
2024,4,patt6,Person,Perception,England and Wales, ,All people,16+,weekday2,Less than 3 hrs,45.94311018,0.637731601,12433
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,accharm3,Detached house,45.28287292,3.019518877,384
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,accharm3,Flats/maisonettes,48.14753585,2.13540573,1249
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,accharm3,House,45.16679537,1.177887234,3073
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,accharm3,Other accommodation,[x],[x],[x]
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,accharm3,Semi-detached house,47.17818134,1.989453173,1102
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,accharm3,Terraced house,43.62288691,1.642746613,1587
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,agegrp7,25-34,46.04161509,1.050054776,4338
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,clubno,1-3 times,47.86705332,3.407699132,356
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,clubno,4+ times,30.54411768,10.17374659,41
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,clubno,None,46.02329619,1.088982988,3938
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,depremp19,20% least deprived,45.24776272,2.775867338,507
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,depremp19,20% most deprived,47.66912134,1.837538446,1220
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,depremp19,Deciles 3 - 8,45.93600868,1.394263719,2343
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,educatlvl,Apprenticeship or A/AS level,45.81270447,2.428071417,679
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,educatlvl,Degree or diploma,46.07469892,1.329112091,2654
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,educatlvl,None,44.67428246,4.028361207,312
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,educatlvl,O level/GCSE,42.66013191,2.624085919,524
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,educatlvl,Other,62.16603862,5.418990867,134
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,East Midlands,51.06355606,3.164030166,368
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,East of England,47.25405208,3.220909172,384
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,England,46.20236821,1.079445468,4070
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,London,45.97085948,2.577734594,791
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,North East,52.37005202,4.929916073,251
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,North West,49.01206529,2.611524558,620
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,South East,47.83639849,2.936967339,459
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,South West,47.61165652,4.222434931,298
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,Wales,42.56060323,4.313640194,268
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,West Midlands,35.84395587,2.859332055,455
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,gor,Yorkshire and The Humber,42.62957154,3.085204412,444
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,illONS,Disability/illness ONS,35.66746059,2.723126589,563
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,incivgrp,High,49.46384668,3.719233553,350
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,incivgrp,Low,45.79241556,1.090824415,3975
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Cohabiting,44.69365487,2.000599455,951
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Divorced/Legally dissolved partnership,55.7879709,8.288522605,48
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Living as a couple,48.31577902,1.38039623,2278
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Married/civil partnered,50.95476494,1.805373419,1327
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Not living as a couple,42.90998951,1.565139401,2036
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Separated,43.49995033,8.055025893,55
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Single,42.56684556,1.603899137,1928
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,livharm1a,Widowed,[x],[x],[x]
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,nsethgrp,Asian/Asian British,54.86648296,2.994375757,579
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,nsethgrp,Black/African/Caribbean/Black British,47.58366225,4.260781491,304
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,nsethgrp,Mixed/multiple ethnic groups,29.35482043,4.718599886,132
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,nsethgrp,Other ethnic group,51.619104,6.079653272,116
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,nsethgrp,White,44.37108781,1.153667873,3192
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Constrained city dwellers,45.35481295,3.21792396,375
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Cosmopolitans,47.37629938,3.76308997,371
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Ethnicity central,47.4665881,2.988282162,510
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Hard-pressed living,45.39922206,2.114654433,952
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Multicultural metropolitans,45.20447509,2.61383268,751
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Rural residents,54.4773539,3.836352208,250
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Suburbanites,44.72064962,2.910075207,445
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Urbanites,44.28433806,2.427892368,684
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,pub3,Less than once a week,45.44011192,1.721749434,1470
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,pub3,None,49.18525027,1.417684977,2248
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,pub3,Once a week or more often,37.50915032,2.538520134,617
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Full-time students,51.67626261,5.735108829,142
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Intermediate occs,44.83912287,2.239811963,789
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Managerial and professional occs,44.33469847,1.506574664,1870
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Never worked and long term unemployed,54.88654109,5.026436034,176
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Not classified,48.94514202,6.22794521,99
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Routine and manual occs,47.83265467,1.961008747,1262
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive,48.22506952,2.62632531,639
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: long-term/temp sick/ill,35.9439253,5.523979278,157
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: looking after family/home,54.20774343,3.503521055,321
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: other,56.16816749,6.994058139,83
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: retired,[x],[x],[x]
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: student,40.68070616,7.367518078,74
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Employed,46.03341456,1.137403081,3592
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Unemployed,36.51685716,7.470878421,96
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,rural3,Rural,49.42030568,2.812106204,492
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,rural3,Urban,45.58123201,1.131097578,3846
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,sex,Female,47.2609805,1.395623048,2372
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,sex,Male,44.85338152,1.484788902,1966
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,struct4,Children,48.26313501,1.767537833,1196
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,struct4,Lone parent,43.52859654,3.019884777,434
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,struct4,No children,45.26286914,1.332675282,2708
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tenharm,Owners,43.12909448,1.466999958,1713
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tenharm,Private rented sector,49.13695172,1.603430662,1847
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tenharm,Renters,48.22071886,1.410591476,2574
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tenharm,Social rented sector,45.20288984,2.512115132,727
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,Total,Total,46.04161509,1.050054776,4338
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"10,400 -20,799",51.86737377,3.160007486,491
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"20,800 -31,199",51.00361463,2.494451184,652
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"31,200-41,599",43.72003915,2.810836641,521
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"41,600 -51,999",46.1399269,2.722286134,535
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"52,000 or more",43.25382024,1.808920453,1220
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tothhin4,No income stated or not enough information provided,32.17419726,8.401840902,39
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"Up to 10,399",52.91604151,5.96531547,149
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,weekday2,3-7 hours,45.16448658,1.994813745,1117
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,weekday2,7 plus hrs,46.86707157,1.488162513,2061
2024,4,patt6,Person,Perception,England and Wales, ,All people,25-34,weekday2,Less than 3 hrs,45.55993527,1.898873277,1138
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,accharm3,Detached house,44.49846642,2.03833812,772
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,accharm3,Flats/maisonettes,52.81574953,2.104831617,1004
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,accharm3,House,46.26555289,1.002245659,4220
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,accharm3,Semi-detached house,45.84887675,1.537114281,1621
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,accharm3,Terraced house,47.61343526,1.590758474,1827
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,agegrp7,35-44,47.31804924,0.933045663,5237
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,clubno,1-3 times,43.48606076,4.069996257,213
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,clubno,4+ times,45.60819377,12.43665512,25
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,clubno,None,47.46767948,0.965097923,4996
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,depremp19,20% least deprived,50.79429079,2.277514374,752
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,depremp19,20% most deprived,48.5972434,1.919374769,1419
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,depremp19,Deciles 3 - 8,46.22556504,1.234606102,2746
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,educatlvl,Apprenticeship or A/AS level,44.75814918,2.32083395,724
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,educatlvl,Degree or diploma,47.7971307,1.210873525,3124
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,educatlvl,None,50.0908904,2.746874834,549
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,educatlvl,O level/GCSE,45.70886738,2.611951583,609
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,educatlvl,Other,46.50643179,4.517658891,193
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,East Midlands,48.25046017,2.617022073,496
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,East of England,50.47710541,2.761013043,562
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,England,47.60660275,0.965122466,4917
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,London,52.295911,2.61509041,804
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,North East,47.343433,3.947069066,265
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,North West,51.82687754,2.495051045,714
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,South East,43.3638911,2.644219434,604
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,South West,47.11389973,3.186711617,415
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,Wales,41.80700953,3.354310715,320
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,West Midlands,44.10853131,2.560967359,507
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,gor,Yorkshire and The Humber,40.51405175,2.727581511,550
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,illONS,Disability/illness ONS,37.23405185,2.437888296,680
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,incivgrp,High,53.92547654,3.603645914,381
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,incivgrp,Low,46.94048234,0.958482557,4838
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Cohabiting,42.7806997,2.506140562,564
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Divorced/Legally dissolved partnership,46.45270814,4.247788247,238
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Living as a couple,47.99083593,1.071700288,3332
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Married/civil partnered,49.02403956,1.181057439,2768
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Not living as a couple,45.09210567,1.614002121,1867
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Separated,53.44125955,4.866554217,166
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Single,43.70997345,1.84769882,1444
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Widowed,64.52324254,13.54147086,19
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Asian/Asian British,57.53168983,2.527157668,727
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Black/African/Caribbean/Black British,60.07687427,3.385298963,365
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Mixed/multiple ethnic groups,33.53429683,5.328311304,107
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Other ethnic group,62.75282191,5.411811871,119
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,White,43.96492896,0.996712172,3905
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Constrained city dwellers,46.21305462,3.260009058,462
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Cosmopolitans,49.70148603,4.075632624,262
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Ethnicity central,49.65942809,3.481822817,462
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Hard-pressed living,44.63610262,1.921968046,1117
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Multicultural metropolitans,51.19125269,2.38792154,954
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Rural residents,45.98701551,2.856359962,365
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Suburbanites,46.56580502,2.19906074,703
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Urbanites,46.45699857,2.044783535,912
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,pub3,Less than once a week,44.79146159,1.511482684,1691
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,pub3,None,50.19943177,1.231242065,2996
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,pub3,Once a week or more often,40.35222464,2.636663843,544
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Full-time students,53.49396177,8.217846077,69
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Intermediate occs,45.67494225,2.023930254,1031
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Managerial and professional occs,44.90527707,1.279142842,2354
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Never worked and long term unemployed,55.12169239,4.120205427,231
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Not classified,48.3642745,5.790474901,145
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Routine and manual occs,51.68619854,1.72421262,1407
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive,46.51335147,2.430414683,733
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: long-term/temp sick/ill,38.49075311,3.831931693,260
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: looking after family/home,53.18934072,3.327842035,339
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: other,35.32356117,6.475702492,86
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: retired,[x],[x],[x]
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: student,58.60156775,10.55561346,41
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Employed,47.04460298,0.976923901,4383
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Unemployed,62.11229093,5.876367857,103
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,rural3,Rural,45.51003025,2.215380228,727
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,rural3,Urban,47.62664743,1.025747642,4510
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,sex,Female,48.13896081,1.225822154,2879
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,sex,Male,46.47934743,1.279444373,2358
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,struct4,Children,48.10425702,1.181488506,2685
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,struct4,Lone parent,49.01083834,2.471513568,564
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,struct4,No children,45.69950346,1.518077967,1988
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tenharm,Owners,43.08781695,1.137829203,2816
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tenharm,Private rented sector,57.79376766,1.778841303,1431
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tenharm,Renters,53.52892346,1.408798435,2360
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tenharm,Social rented sector,45.66808018,2.171578785,929
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,Total,Total,47.31804924,0.933045663,5237
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"10,400 -20,799",49.82502894,2.86836397,545
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"20,800 -31,199",54.68731335,2.413755183,754
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"31,200-41,599",48.91621788,2.474406077,568
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"41,600 -51,999",48.23416852,2.442386714,631
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"52,000 or more",42.07345908,1.478633773,1652
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tothhin4,No income stated or not enough information provided,53.95109643,7.906107992,55
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"Up to 10,399",56.58985531,4.817752467,180
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,weekday2,3-7 hours,44.74886204,1.65994026,1435
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,weekday2,7 plus hrs,48.23070168,1.314910709,2329
2024,4,patt6,Person,Perception,England and Wales, ,All people,35-44,weekday2,Less than 3 hrs,48.21485537,1.805185279,1452
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,accharm3,Detached house,44.26593744,2.058623837,927
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,accharm3,Flats/maisonettes,44.33828305,2.530929631,666
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,accharm3,House,43.38596112,1.045293684,3802
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,accharm3,Other accommodation,[x],[x],[x]
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,accharm3,Semi-detached house,42.67099291,1.689957154,1399
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,accharm3,Terraced house,43.46776617,1.693714349,1476
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,agegrp7,45-54,43.49131418,0.986459504,4481
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,clubno,1-3 times,44.30397382,5.891521906,117
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,clubno,4+ times,71.78074163,11.11651683,18
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,clubno,None,43.39025035,0.99690814,4345
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,depremp19,20% least deprived,43.92750339,2.372805862,724
2024,4,patt6,Person,Perception,England and Wales, ,All people,45-54,depremp19,20% most deprived,41.16222146,2.205883588,1055
